,Review_Date,Author,Rating,Review_Title,Review,Review_Url
900,15 September 2019,marmar-69780,3," attack of the clones
",Except few good scenes towards the end attack of the clones offers nothing more that will satisfy satr wars fans,/review/rw4019444/?ref_=tt_urv
901,4 November 2002,funkyfry,6," Less than incredible, more than mediocre
","Satisfying second installment of Lucas' new sci-fi fantasy series (based on the original Star Wars trilogy) manages to be full of top-notch action sequences while still feeling way too slow.  There is too much development of Anakin/Amidala's romance -- I could hear half the audience groaning with me when Lucas cut to the couple for the third time in a half hour, ridiculously posed before a fireplace.  ",/review/rw4019444/?ref_=tt_urv
902,15 January 2003,againsthumor,," The thing with getting older...
",I'm trying not to say anything that must have been said before (but I didn't read all the reviews so....),/review/rw4019444/?ref_=tt_urv
903,18 March 2007,FiendishDramaturgy,7," Better? Not Quite, But Still Enjoyable.
","Episode II is rated by other critics as superior to Episode I, but frankly I feel it is rather over-rated, as this is not quite the masterpiece for which I had hoped, upon reading those reviews. They've touted it as, ""...a return to the old formula..."" for which the Star Wars Money Machine is known. That seems rather ignorant to me, as this is the second prequel installment, so of course more familiar elements will be demonstrated here than were in the first, as there will be even more in Episode III. That is a given. For them to proclaim that this is somehow superior to the Introduction that was Episode I because of those more familiar elements, is just asinine. Episode I, as an introduction, was perfectly presented. This work, however, was more focused on Luca$'s obsession with teen love and an homagic tribute to his ""America Graffiti,"" than any attempt at the actual meat of the Star Wars Saga.",/review/rw4019444/?ref_=tt_urv
904,22 February 2020,dabeluoki,5," Terrible Star Wars movie
","The Dialogue in this movie is terrible. ""I don't like sand, it's rough""-Anakin SkyWalker.
Padme and Anakin romance is handled poorly and you don't care about the falling in love.
Palpatine sends Count Dooku to kill Padme, Dooku sends Jango Fett to kill Padme. Jango gets sends a shapeshifter to kill Padme. The Shapeshifter sends killer worms to kill Padme. Yes you heard it..killer worms. This movie is terribly boring. Anakin Is a huge prick in this movie and he and Obi Wans are almost never on good terms. Obi Wan, Anakin, and Padme are again very boring in this movie. We are never told why exactly the separatists want to leave the Republic, all we know is that Palpatine is behind it all. Regardless this movie does have some highlights.
Anakin killing the all the Tsukin raiders including all of the wives and the children who caused the death of him mom. Is actually good for his character, and foreshadows his darkness in the next movie.
Jango Fett character is also pretty cool and the whole clone army situation being clones of him is all very cool.
Count Dooku cutting of Anakin arm was cool and Yoda coming in clutch and saving him and Obi Wan was very cool.
Palpatine is again lame in this movie , idk why George Lucas decided it for it to be Jar Jar binks of all people to be the one to elect Palpatine as new head chancellor.
Yeah this movie is just boring, will never watch again.",/review/rw4019444/?ref_=tt_urv
905,20 June 2004,ferry_rudolph,," The REAL Clone Wars: Star Trek Nemesis versus Attack Of The Clones.
",Bought this movie as an ex-rental for a really low price because the Star Wars name is really big. Even as a Trekkie I cannot deny that.,/review/rw4019444/?ref_=tt_urv
906,21 January 2003,seaton-1,10," Worthy of recognition in the archives of the Jedi order
","This episode is the next best thing to The Empire Strikes Back. The Republic is shattering before the eyes of the politicians and the Jedi, thanks to the manipulations of Chancellor Palpatine/Darth Sidious and his apprentice Count Dooku/Darth Tyranos. This movie has it all: numerous mythological and religious references, breathtaking scenery, and political intrigue. Yoda and Mace Windu demonstrate their superior lightsaber prowess. Anakin's moments of rage are chilling. The ending scene with Palpatine on a terrace overlooking his vast Empire to be is one of the most powerful moments ever to grace a cinema screen. The Jedi are completely oblivious to the fact that a powerful Sith master is controlling them like puppets. Lucas is creating a modern tragedy, one that will eventually be considered alongside the works of Shakespeare and Sophocles. How unfortunate that he is so widely misunderstood by shallow and self-contradictory critics and demagogues.",/review/rw4019444/?ref_=tt_urv
907,17 November 2002,bsmith5552,7," Better Than Episode I...but
","""Star Wars II: Attack of the Clones"" is the second prequel to the original three Star Wars movies. Producer/Director George Lucas must have given the ""all systems are go"" to his special effects arm, Industrial Light and Magic, because what we have here is wall to wall special effects and computer generate imaging. They are expertly done as always, but the real actors must have had to play all of their scenes in front of a blue screen. Many of the characters are computer generated as are virtually all of the set pieces.",/review/rw4019444/?ref_=tt_urv
908,2 February 2021,r96sk,7," Underwhelming - if still good on its own merits
","Better than 'Star Wars: Episode I - The Phantom Menace', though 'Star Wars: Episode II - Attack of the Clones' is again rather underwhelming - if still good on its own merits.",/review/rw4019444/?ref_=tt_urv
909,9 August 2004,BlueSnaggletooth,10," Reliving the fun
","Before seeing the movie, I was a little nervous about the mixed reviews. After I had seen it, the negative critiques of the film were laughable to me. That was the last time that I ever took any movie critics seriously again. ",/review/rw4019444/?ref_=tt_urv
910,19 June 2012,jerrybrsc2,3," What?
","OK, now as I have said in my other Star Wars Prequel Reviews, I will do my utmost to give this film a fair review and point out anything that is good if I find it. OK, let's start with the plot; This film is set 10 years after the events of ""Episode I"" and Queen turned Senator Amidala of Naboo is returning to Coruscant to vote on the creation of a ""Grand Army of the Republic"" to counter the uprising Sepratist Movement, when an attempt is made on her life. Fearing that she may be in mortal danger, Chancellor Palpatine asks the Jedi Council to place the senator under their protection. Enter the now adult Anakin Skywalker, and his master Obi-Wan Kenobi. After another attempt is made on the Senator's life, the Jedi Council decide to send Anakin away with her to her home planet of Naboo where they hope she'll be safe, while Obi-Wan goes off to pursue a lead on the planet of Kamino, where he discovers a secretly manufacture Army of Clones. At the same time, Anakin and Padme slowly begin to fall in love. At the same time, Anakin is racked by horrid dreams of his mother being tortured on his home planet of Tatooine, and leaves Naboo with Amidala to find her. Upon arriving, he quickly meets his step father and takes flight after his mother, only to find her as she is dying. As she dies in his arms, he looses all control of himself and slaughters the entire village of the Sand People who kidnapped his mother. While this is happening, Obi-Wan confronts the man responsible for the two failed attempts on Padme's life and, and after a brief confrontation, he pursues the man (Jango Fett) to the Septatist Base World of Geonosis, where he discovers Count Dooku, a former Jedi, now leader of the Sepratist Movement, and Obi-Wan is captured. Answering his distress signal, Anakin comes to his aide, and he and Padme too are captured. As a demonstration of his power, Dooku orders the trio's execution in a giant arena, but as the final blow is about to be struck, Jedi Master Mace Windu and Jedi Master Yoda arrive with a force of Jedi Knights and Clone Troopers to hopefully save Anakin and Obi-Wan and capture Dooku and stop a full scale War. In the ferocity of the battle, Anakin and Ob-Wan face off with Dooku, who easily defeats the two and is about to kill them until Yoda shows up and saves them, but Dooku escapes and the war begins, thus we have a sequel yet again.",/review/rw4019444/?ref_=tt_urv
911,7 July 2005,wsqaured,9," The Yoda paradox
","I thought this movie was very good. The only thing that bothers me is Yoda is now computer animation. In Star Wars I he was a low quality puppet. Now he looks different, more like the Yoda of the Episodes IV-VI and they might as well go back and draw computer animation over Yoda in Episode I because they invaded the other Episodes with animation. This movie has a lot of boring parts like where Anikin and the Queen fall in love. I find myself skipping to the next scenes. At least Jar-Jar isn't the lead star of this movie like in Episode I. Episodes I-III seem like they're made for kids, when the IV-VI seem like more serious science fiction movies.",/review/rw4019444/?ref_=tt_urv
912,2 March 2003,meeza,7," Review of the Clones
","`Star Wars Episode 2: The Attack of the Clones' was a far superior film than its episode predecessor- `The Phantom Menace'. However, it is still not a galactic grand film. `Attack of the Clones' is set 10 years after where `The Phantom Menace' left us all. Anakin Skywalker is now an adolescent jedi who falls for Princess Amidala. Obi-Wan Kenobi is now Anakin's jedi mentor. Count Dokuu along with other political separatists formulate a manipulative ploy to assassinate the princess. The republic obtains the aid of an army clone to battle against the separatists. Director George Lucas again utilized his special effects wizardry to display surreal galactic scenarios. The bright side of `Attack of the Clones' is the supremacy of its special effects, art direction, cinematography, and direction. However, the dark side of it is the appalling performances of its acting ensemble. However, the most personal frightening aspect of `Star Wars Episode 2: Attack of the Clones' is that we are informed that Jar-Jar Binks real name is Mesa (pronounced Meeza). Aaaaaaaaaaaaaahhhh!! I am leaving town to a galaxy far far away or either changing my nickname quickly!!!!!!! `Star Wars Episode 2: The Attack of the Clones' was a far superior film than its episode predecessor- `The Phantom Menace'. However, it is still not a galactic grand film. `Attack of the Clones' is set 10 years after where `The Phantom Menace' left us all. Anakin Skywalker is now an adolescent jedi who falls for Princess Amidala. Obi-Wan Kenobi is now Anakin's jedi mentor. Count Dokuu along with other political separatists formulate a manipulative ploy to assassinate the princess. The republic obtains the aid of an army clone to battle against the separatists. Director George Lucas again utilized his special effects wizardry to display surreal galactic scenarios. The bright side of `Attack of the Clones' is the supremacy of its special effects, art direction, cinematography, and direction. However, the dark side of it is the appalling performances of its acting ensemble. However, the most personal frightening aspect of `Star Wars Episode 2: Attack of the Clones' is that we are informed that Jar-Jar Binks real name is Mesa (pronounced Meeza). Aaaaaaaaaaaaaahhhh!! I am leaving town to a galaxy far far away or either changing my nickname quickly!!!!!!! I guess the clones attacked this film review! *** Average",/review/rw4019444/?ref_=tt_urv
913,18 December 2003,iannicholls,," Setback Of The Clowns.
","Well, this movie did for Star Wars what Rocky did for Artificial Insemination.",/review/rw4019444/?ref_=tt_urv
914,18 June 2022,andrewchristianjr,7," NOT SO GREAT.
","The third act was action packed and set up the third film well. The fight scenes and music were great. The rest of the movie..... not so great. Generally the dialogue was fine, but the flirting was cringeworthy. Acting also generally fine, but in romantic scenes not so much.",/review/rw4019444/?ref_=tt_urv
915,2 February 2006,stevencrummey,10," A Solid Continuation
","OK, I have to say this - In all of my movie reviews on this site, I'm expressing my opinion, which I am entitled to. These reviews are my opinion only, and nothing else. So let's dig in, shall we? This movie was a solid follow up from TPM. It contained (1) the beginning of the clone wars (Who didn't want to see that?!), (2) it also contained an older, more whiny, evil Anakin. Along with that, (3) we got so see where the Stormtroopers originated along with (4) Boba Fett. Okay, so this movie sounds pretty darn good just by reading that paragraph!",/review/rw4019444/?ref_=tt_urv
916,22 October 2002,mattkratz,," ok at best
","This was an average at best entry in the Star Wars saga. It starts off impressively with good scenes but eventually sinks into too many battle scenes. The acting was also very wooden. I liked Yoda in it though. He was cute. You might like it if you're a fan of the series, but there is not too much else to recommend.",/review/rw4019444/?ref_=tt_urv
917,3 January 2013,Eightiesjunkie,1," Attack of the Plot Conveniences
","To begin with, These technically aren't reviews. They're my opinions on why I believe the prequel trilogy was garbage, and why they're horribly inferior in comparison to the original trilogy. If you would like a scathing, in-depth review of the prequel films, I suggest you visit www.confusedmatthew.com. There are many reviews of the prequel films on the internet, but his review is in my opinion, is the best.",/review/rw4019444/?ref_=tt_urv
918,20 December 2018,masonsaul,4," A bad sequel
","Star Wars: Episode 2 - Attack of the Clones is a bad sequel and a step down from the previous installment. It has awful dialogue, a bad plot focused on an uncomfortable romance that you don't buy as the actors have little chemistry and is poorly paced with the worst lightsaber fights of the franchise (you genuinely can't tell what's going on at certain points). Hayden Christensen gives a bad performance and most of the characters show little emotion. However, Ewan McGregor is reliably really good, Christopher Lee is a welcome addition and the third act has lots of action, making it enjoyable. The cg is also pretty good for the most part (although it has some moments where it looks really bad) and John Williams' musical score is reliably incredible.",/review/rw4019444/?ref_=tt_urv
919,28 December 2019,rockettbootz,1," So bad
",It just gets worse the longer it goes on - you must have to be a real die hard fan to love these first few movies,/review/rw4019444/?ref_=tt_urv
920,19 December 2019,truemythmedia,6," 'It's Coarse and Rough and Irritating...'
","""Episode II"" is not a great film, but anyone who has followed the Star Wars franchise knows the reputation the prequels have garnered over the years. Even though this film has plenty of flaws, it's still sort of fun and it takes place in universe that some people really love (I enjoy the Star Wars universe, but it's no Middle Earth). This film makes some mild improvements over ""Phantom Menace"" in some aspects, but it also takes a few steps backwards in other aspects, and as a result, the second entry in the Star Wars franchise feels largely middling.",/review/rw4019444/?ref_=tt_urv
921,16 February 2009,faber-11,1," Attack of the clichés
","I know it was my own fault that I actually bothered to watch Attack of the Clones. This film was billed as a space soap opera but I had remained foolishly optimistic that Lucas could recapture the awe and wonder of the original Star Wars (episodes 4, 5 and 6). But, alas, I was wrong. Most of the film is basically blue screen replaced by CGI at the back with no story line in front. To top it all, the cheese is spread so thick you expect them to burst into song at any moment. If there ever was an opportunity for a future Darth Vader to hum us a ditty, he had it on that hill courting the princess. To this day I've never even bothered to see episode 3. The hills are alive...",/review/rw4019444/?ref_=tt_urv
922,16 November 2003,Sargebri,," The True Beginning
",This film can pretty much be seen as the true beginning of the Star Wars saga.  We get to see how Anakin and Princess Amidala fell in love and married leading to the births of Luke and Leia.  We also see what could have been the origins of how the empire began with the first appearance of the emperor.  Also we see for the first time the true relationship of Anakin and Owen.  But most of all we get a glimpse of the plans for the Death Star. ,/review/rw4019444/?ref_=tt_urv
923,21 January 2016,The_Film_Cricket,," Have a hard time hating this one . . .
","There was a moment when ""The Phantom Menace"" was the movie that burrowed under everyone's skins and made them cry out to the heavens. Yet, I noticed that as time went on, that mantel shifted to ""Attack of the Clones."" For whatever reason, this has now become the whipping post for all of George Lucas' perceived failures. To be honest, I can see where they're coming from, but based on what I saw back in 2002 when this movie came out, few back then seemed to hold that opinion. Nowadays they decry and claw at this movie as the low point in the Star Wars lore.",/review/rw4019444/?ref_=tt_urv
924,24 June 2002,Kaja-2,10," Back in Business
","This episode proves that Lucas is back on course. Where Episode 1 was boring, irritating and childish in Episode 2 the dark side has fully returned and Star Wars fans and other film lovers can enjoy themselves again. This is an epic, worthy of its predecessors Star Wars and Empire Strikes Back. Let's just forget the Phantom Menace, have amnesia for parts of Return of the Jedi and hope for continuation of this style for episode 3.",/review/rw4019444/?ref_=tt_urv
925,26 May 2002,valadas,6," A marvel for the eye
","I've not seen the first movie of these series therefore I cannot compare. This movie has got all the qualities and faults that usually are shown by this kind of movies. On the positive side we can name action, movement, marvellous images and a clockwork precision in the image cut. On the negative side there is always the poorness of the story and the message. Lucas is really however a great master of this kind of movies from the technical point of view, maybe the greatest one. The movie theme is the endless fight of good and evil expressing itself here in well built scenes of battles or individual duels of great strength and movement. This kind of movies for lack of imagination of what can be a different world in terms of towns, buildings, clothes, weapons and general behaviour, often recreate past centuries images with frequent reference to the Middle Age or even the antiquity. In this particular movie we have even the recreation of some kind of Roman Circus fighting with a lot of adaptation (lions replaced by monsters etc). One last word to characterize what in my opinion is a good sci-fi novel or movie. Not that one where Cowboys and Indians (or nazis and democratic armies) are replaced by people with futurist clothes and weapons but fighting for the same values as we know them today but a story where we are faced with fictional different values, a different social and social structure i. e. a really different world being the work of the author's creative mind. This movie is very far from such a definition.",/review/rw4019444/?ref_=tt_urv
926,12 May 2002,danahughes,4," Reminds me too much of Dune...
","My biggest gripe about the movie is this, Why did Lucas mold Anakin into such a loser? Even though Anakin was rude, arrogant, and not much of a Jedi, he still managed to get the girl. How is that possible? No girl wants a creep like that. He was such a nice young boy with so much potential in Episode 1, all he did was belly-ache and kill in this episode. He killed a whole race of people, not to say that they did not deserve it, but a Jedi can not act that way. In this movie Yoda was the only character that kept the dignity of the Jedi. Yoda was the only Jedi that did not get his butt kicked in the flick. I thought Jedi were supposed to be strong and save the world? And whats with the corny one liners? C3P0 says, ""I am beside myself"", as its severed head lays beside its body, and it also says, ""What a drag"", as its head is being dragged on the ground. Its barely laughable. There were too many things happening in this movie and none of them were dwelled upon long enough for you to understand it. The way this movie ended made me want to ask for my money back. George dropped the ball on this one, big time. Reminds me too much of Dune.",/review/rw4019444/?ref_=tt_urv
927,20 January 2016,Johnny-the-Film-Sentinel-2187,3," This Makes The Phantom Menace Watchable.
","I'm very sorry if I offended anyone with the title, but you can't lie about something like your honest opinion on a movie. The Phantom Menace at least had Tatooine for a good portion of the film, and also being shot on celluloid instead of THIS (digital video from early 2000s). And Hayden Christensen's classically horrible performance makes this boat impossible to ever jump out of while you're in it; I'd still pick The Phantom Menace if I HAD to choose!",/review/rw4019444/?ref_=tt_urv
928,4 June 2002,gnrfan2000,1," Horrible, Overdone, Pathetic, and above all else predictable.
","People are praising this film as the greatest thing since the invention of the movie projector.  I'm sorry you want a great film watch ON THE WATERFRONT, REBEL WITHOUT A CAUSE, THE GODFATHER, THE GODFATHER PART II, or even THE MATRIX.  This film is horrible.  Here's why.",/review/rw4019444/?ref_=tt_urv
929,30 June 2017,TedStixonAKAMaximumMadness,5," ""Star Wars: Episode II- Attack of the Clones""- For every step it takes forward, it takes another step back.
","2002 was quite the magical year for film-goers and the world of cinema at large. We had the delightful low-budget indie comedy classic ""My Big Fat Greek Wedding"", which came out of nowhere and charmed audiences the world over. We were treated to the second chapters in both the ""Harry Potter"" and ""Lord of the Rings"" film franchises, and both were films that arguably improved on their predecessors in every way. Spielberg had a massive hit with ""Minority Report"" while a young filmmaker known as M. Night Shyamalan continued his winning steak with a little film called ""Signs."" And of course there was the whimsical and highly impressive surprise hit ""Spider-Man"", which is one of the films that helped kick-off the recent trend in superhero and comic- book-to- screen film adaptations.",/review/rw4019444/?ref_=tt_urv
930,19 February 2003,coolmule,7," Good addition to the saga, and far better than Episode I
","****Warning, spoilers ahoy*****",/review/rw4019444/?ref_=tt_urv
931,16 May 2002,raysond,," George Lucas' Empire Strikes Back in grand fashion!
","SPOILERS I just got back from seeing it and I've got to say that this one rocks! This is a huge improvement from the last Star Wars outing ""Phantom Menace"",and a far better display of character development and the best action/sci-fi sequences since Lucas' three original Star Wars trilogies.",/review/rw4019444/?ref_=tt_urv
932,17 May 2002,uds3,," The Lucas marketing phenomenon steamrolls ahead!
","I can understand why so many people love this film. An opportunity to divest oneself of the daily grind, the chance to let magic and fantasy transport you to worlds unglimpsed, lives which only exist in your yearned-for dreams. This is what movies are all about - entertainment! If AOTC did it for you, well and good. Spare a thought though for people who can co-exist in the world of reality for which ""The King's New Clothes"" was never going to be a chance of succeeding.",/review/rw4019444/?ref_=tt_urv
933,2 July 2007,MartianOctocretr5,7," Masterful in places, not so great in others
","After Phantom Menace made some wrong turns in setting the foundation for the Starwars saga, Clones has tweaked a few of the blunders of the first movie, and provides plenty of impressive visuals, plot development, and good high-tech action. However, it also encounters some problems along the way.",/review/rw4019444/?ref_=tt_urv
934,24 March 2003,jcorpuz@ucsd.edu,1," The death of Star Wars
","Episode I started the rumor that the creative forces behind the legendary Star Wars franchise, had lost the magic touch and that the franchise was simply now a blockbuster money making franchise and nothing more. Episdoe II confirms this and even if the third redeems itself, nothing can remove the stench that now hangs over this movie series. Episode II has a disatrously bad and cliche love plot that kills the first half of the movie. I've never seen less romantic or charismatic people on the big screen who were obviously trying very hard to be.  It was very sad to see.  The special effects and the fight scenes were fun but I got the feeling that the big, over the top fights were meant as a concession to viewers, in order to keep their attention for the third film.  The plot lacked any punch and the villains were decidedly uniteeresting thus removing a key element that made the original so popular, distinct, powerful villains. What a disgrace to the Star Wars legacy. Go watch the original trilogy instead or the Lord of the Rings trilogy if you want to see inspired filmmaking instead of yet another typical barinless, heartless Hollywood blockbuster.",/review/rw4019444/?ref_=tt_urv
935,18 May 2002,DJAkin,," The PERFECT movie thanks to YODA!!!
","Ok, I have to admit, I loved this movie.  I hope Jake watches it.  He would like it.  Attack of the clones was great.  The plot was well crafted and not as silly as the Phantom Mennace.  I liked the movie for many reasons. Everything George Lucas did wrong in TPM, he did RIGHT in this movie.",/review/rw4019444/?ref_=tt_urv
936,8 August 2004,dunmore_ego,5," CGI = Cast Grossly Inessential
","No veteran director ever took young George Lucas aside - no John Huston, or Milos Forman  and advised the neophyte, 'Y'know, George: Less Is More.' Pile upon redundant pile of superfluous computer graphic imagery stuns you into almost not laughing at the ham-handed attempts at characterization and kindergarten dialog in this vacuous corporate merchandising advertisement thinly-disguised as a movie.",/review/rw4019444/?ref_=tt_urv
937,12 August 2002,Op_Prime,," The Force IS Back!
","I've been waiting impatiently for three years for Episode II and the wait was most definitely worth it. Episode II blows away all previous Star Wars movies, with the exception of the original. Actually, the film recaptures much of the spirit and magic of the original.",/review/rw4019444/?ref_=tt_urv
938,16 May 2002,DunnDeeDaGreat,7," All I can say is wow (minor spoiler)
","Star Wars: Episode II Attack of the Clones is now my second favorite Star Wars movie, Empire is first. The film is a good improvement over Phantom Meance. The action sequences make your jaw drop and the love story between Anakin and Padme is very enteraining. The actin by the returning cast is good once again and Hayden Christane bering an innocent/James Dean vibe to Anakin. My favorite parts of the film were the climatic battle in the arena and Yoda fight scene, Yoda proves he's a true pimp. I love this movie and can't wait to see it again.",/review/rw4019444/?ref_=tt_urv
939,18 May 2002,DunnDeeDaGreat,7," I have a new second favorite Star Wars flick
","Attack of the Clones is my second favorite Star Wars movie behind The Empire Strikes Back. George Lucas has made a movie that fan and non fans of Star Wars can love. The film has action, a love story that is every entearining and a fast paced plot. The biggest surpise comes during the last fight scene and when you see it you'll know what I'm talkin about. The force is back!",/review/rw4019444/?ref_=tt_urv
940,22 January 2016,darioilg,6," An improvement over Episode I
","Everyone knows that the prequel trilogy in the ""Star Wars"" universe is light-years far from the magical results George Lucas and Lawrence Kasdan managed to pull off with the originals. However, I'm not inclined -like many hardcore fans- to completely destroy these movies as if they were some of the worst results in the history of cinema, and with Episode II, which I consider the halfway between the pretty bad I and the pretty good III, I have the chance to explain why. This film starts off as a pretty boring one, making the viewer fear for the worst, but as the plot progresses it shows its interesting political points and some impressive CGI scenes, if you consider that in the early 2000s this technology was the life itself for action/adventure motion pictures. It surely lacks the wonderfully amusing relationships and characters that developed in the originals (except C3PO and R2-D2, who are lovely as usual and are used in a more active way than ""Episode I""), and the ""love story"" between Anakin and Padmé is good only as a script, but fails on the actual complicity between the lead actors, who seem ashamed of taking on a romantic scene. That's one of the big problems here: Hayden Christensen is an awful actor and the single worst choice in the whole series of films also considering the key character he's entrusted with. Obviously he can't take all of the blame, as the man who should have directed him and the others in the right way apparently does nothing to help, with no acting direction at all (I hope!) and uninspired shots. That said, I will save this flick and brand it as an enjoyable one, when not considering the let-down you get knowing what kind of masterpieces George Lucas had been able to invent in the past (with the evidently needed help of his brilliant collaborators).",/review/rw4019444/?ref_=tt_urv
941,8 March 2015,MovieJunkie1976,4," too little , too late
",**Warning! Spoiler Information Inside**,/review/rw4019444/?ref_=tt_urv
942,30 April 2020,fmarkland32,2," Droning Clones
","This time Obi Wan and Anakin face off against separatists led by Count Dooku, while Chancellor Palpatine has taken more power, also Anakin is in love with Padme. Upon rewatching the prequels, the only one that is necessary to even watch is Revenge Of The Sith. As honestly everything in the first two could've easily been implied in two 10 minute flashbacks. Attack Of The Clones is particularly pointless, again the thrust of this movie is relatively irrelevant, as we know who's pulling the strings and who's going to win and because the movie is as flatly directed and lamely acted as Phantom Menace, the action, politics and drama are largely banal. The love story between Anakin and Padme, which this dreary sequel labors to depict, is even more excruciating.",/review/rw4019444/?ref_=tt_urv
943,20 June 2002,BlueForest,1," Horrible
","I regret to say this, but there was nothing good about this film.  Sure, Star Wars is great.  I loved 4,5, and 6.  I thought 1 was pretty good too. But this one, acting, lines, plot, special effects, all of it was so bad that I almost walked out.  I would not waste my money on this.",/review/rw4019444/?ref_=tt_urv
944,22 July 2002,CharltonBoy,7," Still not as good as Star Wars.
",I have to admit that my viewing of Attack Of The Clones was very much spoilt because i watched it on a very poor quality DVD and therefore have a biased view on this film. From what i could see this looked a lot better than the last movie but still did not have the magic of the first three films. My theory is that the last two film have far too much Computer animation which does not have the same appeal as the Models being filmed to look like aliens or space ships as they did in Star Wars. Also i dont like the cast. Ewan Mcgregor sounds naff when he puts on that Alec Guiness accent also i think as Natalie Portman has got older she has got a lot less interesting and less pretty.Samuel L Jackson is good but we see little of him to brighten the film up. What we really need is another Harrison Ford of Mark Hammel. The Story is nothing special but its hard to tell when your watching a cheap pirate DVD. Never again will i buy one. The Kids will love this but as for true Sci Fi fans i would stay stick with Star Trek. 7 out of 10.,/review/rw4019444/?ref_=tt_urv
945,18 May 2002,kylemcd77,10," Absolutely brilliant Film-making
",After seeing the Phantom Menace I wondered if George Lucas would be able to recreate what he did with the original Star Wars trilogy.  Having seen Attack of the Clones I can say that he can.,/review/rw4019444/?ref_=tt_urv
946,25 July 2010,tbills2,6," What a failure for George Lucas...
","I hold Star Wars in such high esteem that I'm going to rip this movie way more than it deserves; it's relative to the other films. This is the only bad entry of the 6 films. It's so bad. The opening scene where the decoy Padme gets her ship blown up is done in such horrible fashion. It's presented horribly. There are no interesting cuts or details or anything. The scene didn't capture me at all, just lame. Then some Jedis talk some things out, and Anakin is put in charge of personally guarding and protecting Padme, (ok, great...this could lead to some great scenes) but it turns into a complete love story, and a lame love story at that, believe me. No good lines or exchanges between Padme and Anakin. Very Weak. Obi-Wan is given the task of investigating this Clone Army, and this results in the best part of the movie. Kenobi fights Jango Fett, a very cool scene, and then proceeds to follow his ship which is another very cool scene. It leads to Kenobi getting captured by Count Dooku, so Anakin and Padme have to come rescue him. Just when you think it might be finally picking up and getting good, it turns into the animated series Attack of the Clones and Skywalker ends up in a factory fighting a bunch of alien-bugs while having to use his Jedi prowess to avoid getting smashed in the assembly line. So bad. What potential for a scene, Anakin has to go save Kenobi from Dooku, and this is where Lucas takes it. Was he making this movie for 7 year olds? It goes on as they're all imprisoned and set to be eaten by a bunch of uncreative, lame creatures. So bad. Then the epic final battle breaks out with all the Jedis. Sounds great...not really. Most of the time they're fighting the same ol' droid with little variety, and really all you see is Jedis deflecting laser beams. Mace Windu does actually shine during this battle. His scenes are really good, but it's the only good part of the entire 'epic' battle. So Yoda swoops in to whoop some tail, wait, no, he's just there to give them a ride. OK. Whatever. Off to chase Dooku now, which is a decent scene, Yoda's really good at giving orders. Skywalker and Kenobi eventually catch Dooku and we are given a very nice lightsaber duel. Dooku is too strong, but then Yoda shows up. We get to see Master Yoda fight. Yes! The duel is way too short, but good, up until the end. The way Dooku escapes is so ridiculous, forcing Yoda to use the force to prevent the massive pillar from crushing Anakin and Obi-Wan's bodies. Narrow minded and uncreative. Why didn't Yoda force push their bodies out of the way, then go whoop Dooku some more? Why didn't Anakin or Obi-Wan just move? There were like 100 things wrong with that moment. The ending, just like nearly all the other scenes, was a letdown. There could have been so much more dynamic in all of the action scenes. The overall writing is just weak, and you know what, the set designs are weak too. You think that's one thing Lucas wouldn't mess up (the first 3 were so good in this area) but the sets lack proper detail. What a failure of a movie. Compared to the rest of the saga, this movie is a 3 outta 10, but I guess it deserves a 6.",/review/rw4019444/?ref_=tt_urv
947,23 October 2012,Jimofthenorth,1," George Lucas is just like you and I
","Let's face it. We're angry. We're angry because the bearded one who blessed our childhood with adventure and action figures decided enough was enough. Looking out over his empire/ranch, the bearded one stretched out his hand and said ""And lo! It is time you kids learnt about relationships, politics and stuff."" So yes, we're angry. We want our toys back.",/review/rw4019444/?ref_=tt_urv
948,27 May 2022,msbreviews,3," REWATCH: not as terrible as I remember, but...
","If you enjoy reading my Spoiler-Free thoughts, please follow my blog :)",/review/rw4019444/?ref_=tt_urv
949,2 July 2019,allanmichael30,6," The Cloons attack
","Probably the worst of the 3 prequel movies, hate the animail things they fought in arena especialy the rat thing.
It was sexsim,lets create a soft fury creature that a woman can fight that can remove her cloths, she should have killed a reptilian creature like her daughter does in R.O.TJ with her chains.
However i did loved the multiple jedi so real mix bag. The love story had some really corny lines and was also of poor quality and clone war at end was more of a imbetween battle than a full on was the finnal battle again with duku was good but also too comical with yoda.",/review/rw4019444/?ref_=tt_urv
950,18 December 2017,Jithindurden,6," Not as good as those before it but not bad either
",The first two acts have a messy narrative and the romantic arc was just plain creepy and weird. Some of the actings are subpar especially Hayden Christensen. But the third act makes the film worthwhile with engaging action sequences and the plot reveals they've been shadowing throughout from the previous films. The political overtones and set up of the clone wars is enough to overlook many of its faults.,/review/rw4019444/?ref_=tt_urv
